Date,Open,High,Low,Close,% Change,% Change vs Average,Volume,EMA_9,EMA_20,EMA_50,SMA_9,SMA_20,SMA_50,RSI,MACD
2018-01-01 18:30:00+00:00,103.72,104.53,101.25,102.35,-1.29,-1.63,2712044.0,102.35,102.35,102.35,,,,,0.0
2018-01-02 18:30:00+00:00,102.35,112.56,102.35,110.03,7.5,7.17,21268697.0,103.886,103.08142857142857,102.65117647058823,,,,,0.6126495726495733
2018-01-03 18:30:00+00:00,109.9,115.65,108.75,114.46,4.03,3.69,12411875.0,106.0008,104.16510204081632,103.11426758938869,,,,,1.4390542284559444
2018-01-04 18:30:00+00:00,115.4,121.33,113.9,120.61,5.37,5.04,11521764.0,108.92264,105.73128279883382,103.800374742746,,,,,2.5607210758432046
2018-01-07 18:30:00+00:00,120.27,125.51,120.08,122.67,1.71,1.37,8253904.0,111.67211200000001,107.34449396084965,104.54036004695205,,,,,3.5746683656669234
2018-01-08 18:30:00+00:00,123.64,124.23,121.21,122.33,-0.28,-0.61,4715461.0,113.80368960000001,108.7716850121973,105.23799298628727,,,,,4.301212044410079
2018-01-09 18:30:00+00:00,122.45,127.29,122.39,124.14,1.48,1.15,11667268.0,115.87095168000002,110.2353340586547,105.97924816329562,,,,,4.965812225255462
2018-01-10 18:30:00+00:00,123.64,127.2,122.11,125.95,1.46,1.12,5579135.0,117.88676134400002,111.73196891021139,106.76241490198991,,,,,5.5743073843194395
2018-01-11 18:30:00+00:00,126.14,127.23,121.3,124.86,-0.87,-1.2,5218945.0,119.28140907520003,112.98225758542937,107.47212412151971,118.60000000000001,,,,5.9005721683801795
2018-01-14 18:30:00+00:00,125.51,126.26,123.2,123.77,-0.87,-1.21,2971871.0,120.17912726016003,114.00966162491228,108.11125650891111,120.97999999999999,,,,6.001998171067314
2018-01-15 18:30:00+00:00,124.08,124.33,117.52,121.52,-1.82,-2.15,7331265.0,120.44730180812803,114.72493194634922,108.63708958699303,122.25666666666666,,,,5.83357696894393
2018-01-16 18:30:00+00:00,121.27,128.45,117.33,127.73,5.11,4.78,9472531.0,121.90384144650244,115.96350985622072,109.38583117181685,123.7311111111111,,,,6.130528141423383
