Date,Open,High,Low,Close,% Change,% Change vs Average,Volume,EMA_9,EMA_20,EMA_50,SMA_9,SMA_20,SMA_50,RSI,MACD
2018-01-01 18:30:00+00:00,99.96,100.56,97.8,98.92,-0.12,-0.14,5576051.0,98.92,98.92,98.92,,,,,0.0
2018-01-02 18:30:00+00:00,99.6,99.8,98.44,99.0,0.08,0.06,3126273.0,98.936,98.92761904761905,98.92313725490196,,,,,0.006381766381764464
2018-01-03 18:30:00+00:00,99.4,100.76,99.0,100.24,1.25,1.23,4371234.0,99.19680000000001,99.05260770975056,98.97477893118032,,,,,0.11022637803263535
2018-01-04 18:30:00+00:00,100.4,101.12,99.52,100.04,-0.2,-0.22,3271513.0,99.36544,99.14664507072669,99.01655230642815,,,,,0.1743755594909402
2018-01-07 18:30:00+00:00,100.2,101.56,99.84,101.36,1.32,1.3,3575815.0,99.76435200000002,99.35744077827654,99.10845221597998,,,,,0.3279468491293045
2018-01-08 18:30:00+00:00,101.28,102.64,100.6,101.2,-0.16,-0.18,3735576.0,100.05148160000002,99.53292260891686,99.19047369770625,,,,,0.4317654168046232
2018-01-09 18:30:00+00:00,101.2,101.8,99.28,99.84,-1.34,-1.36,2433431.0,100.00918528000003,99.5621680747343,99.21594531740405,,,,,0.3996943183530277
2018-01-10 18:30:00+00:00,99.76,102.88,99.28,102.28,2.44,2.42,5302788.0,100.46334822400003,99.82100921047389,99.33610432456469,,,,,0.5646563430037475
2018-01-11 18:30:00+00:00,103.4,103.4,99.76,100.96,-1.29,-1.31,4300004.0,100.56267857920002,99.9294845237621,99.3997865079151,100.42666666666668,,,,0.5821661190918803
2018-01-14 18:30:00+00:00,101.08,101.56,99.52,99.68,-1.27,-1.29,2868911.0,100.38614286336004,99.90572409292761,99.41077527231059,100.51111111111112,,,,0.48714197079519295
2018-01-15 18:30:00+00:00,99.64,100.4,96.16,96.8,-2.89,-2.91,4442672.0,99.66891429068804,99.60994084598212,99.3083919282984,100.26666666666668,,,,0.17739778656509486
2018-01-16 18:30:00+00:00,96.64,97.88,94.52,97.6,0.83,0.81,4157893.0,99.25513143255043,99.41851790826954,99.24139616640436,99.97333333333333,,,,-0.0034832442313188494
2018-01-17 18:30:00+00:00,97.8,98.48,94.92,95.4,-2.25,-2.27,4511605.0,98.48410514604035,99.03580191700577,99.09075317948654,99.45777777777778,,,,-0.320658031958061
2018-01-18 18:30:00+00:00,95.52,97.64,95.24,96.16,0.8,0.78,5320281.0,98.01928411683228,98.76191602014808,98.97582168225178,98.88,,,,-0.5048757940578383
